campaign_id,campaign_name,channel,region,campaign_date,ad_spend,revenue_generated
804,Back To School,facebook ads,East,2025-06-12,769.36,2847.73
805,Cyber Monday,facebook ads,North,2024-03-04,2413.75,6420.69
806,Cyber Monday,YouTube,East,2025-08-21,8812.78,27350.55
807,Cyber Monday,Email,South,2025-06-01,5376.28,9662.98
808,Spring Launch,Instagram,West,2025-04-29,3396.72,
809,Cyber Monday,Facebook Ads,North,2025-01-13,,31290.96
810,Holiday Deals,linkedin,West,2024-01-29,5622.06,19242.07
811,Holiday Deals,instagram,South,2025-05-15,4705.54,
812,Holiday Deals,Affiliate,East,2025-01-21,5666.74,24539.82
813,New Year Push,Affiliate,West,2024-06-01,1835.5,5983.77
814,Back To School ,YouTube,East,2025-07-07,2089.24,
815,Summer Promo,Google Ads,Central,2024-11-12,1057.1,2432.9
816,Winter Sale ,Instagram,West,2025-05-29,7586.02,14339.75
817,Back To School,Instagram,Central,2025-03-30,6682.63,24604.11
818,Winter Sale,TikTok,West,2024-07-03,9279.06,13348.56
819,Spring Launch,Email,East,2024-05-27,4053.23,4497.72
820,Winter Sale,TikTok,South,2024-01-28,9925.59,41766.92
821,Holiday Deals,YouTube,North,2024-02-23,5445.58,21064.23
822,Cyber Monday,facebook ads,East,2024-03-03,5257.48,15742.7
823,Winter Sale,LinkedIn,Central,2025-08-23,982.33,3458.86
824,Cyber Monday,Affiliate,North,2025-05-27,1364.36,5190.39
825,Cyber Monday,Affiliate,North,2024-01-02,7842.08,26153.17
826,Winter Sale,Affiliate,East,2024-09-13,457.99,784.31
827,Holiday Deals,Google Ads,South,2025-06-30,2704.81,5248.81
828,Holiday Deals,YouTube,South,2025-05-31,967.66,4110.46
829,New Year Push,linkedin,South,2024-11-25,5582.64,9613.85
830,Winter Sale,Affiliate,North,2024-01-10,4030.12,9224.18
831,Spring Launch,Facebook Ads,Central,2024-02-01,6045.88,15493.88
832,Cyber Monday,TikTok,West,2024-06-30,9201.98,22893.18
833,Back To School,Affiliate,North,2024-08-14,9922.36,38753.76
834,Holiday Deals,Instagram,South,2025-05-20,,9138.29
835,Winter Sale,Instagram,West,2024-04-23,1252.03,4719.9
836,Summer Promo,Facebook Ads,Central,2024-05-11,3868.17,15518.7
837,Holiday Deals,instagram,North,2025-06-29,8693.76,32372.97
838,Winter Sale,TikTok,West,2025-02-20,7921.3,13614.47
839,Back To School,Google Ads,East,2025-03-06,901.1,1903.05
840,Winter Sale,instagram,West,2024-03-17,1817.89,5962.32
841,Winter Sale,Affiliate,West,2024-01-25,3526.39,15524.72
842,Back To School,TikTok,North,2024-12-07,6445.62,24428.4
843,Spring Launch,Affiliate,Central,2024-05-07,1411.99,5574.62
844,Spring Launch ,Email,North,2025-03-28,9235.3,22610.3
845,Winter Sale,LinkedIn,West,2025-02-15,6101.9,21718.12
846,Winter Sale,Affiliate,West,2025-04-20,1830.9,4596.04
183,Winter Sale,affiliate,Central,2024-12-02,4046.76,4392.74
848,Back To School,Email,Central,2024-09-19,3738.59,2888.77
849,Winter Sale,Google Ads,South,2024-11-15,355.54,370.0
850,Summer Promo,Email,West,2024-11-12,9634.84,25995.94
851,Summer Promo,Google Ads,South,2025-06-03,9661.64,21545.38
852,Back To School,Facebook Ads,East,2024-07-12,3186.98,8045.75
853,Black Friday,linkedin,West,2024-12-02,4451.17,4106.91
854,Winter Sale,Instagram,South,2025-04-22,6444.18,8790.85
92,Cyber Monday,instagram,West,2024-07-07,,19330.17
856,Holiday Deals,Affiliate,South,2025-08-22,1605.05,1196.4
857,Back To School,LinkedIn,South,2024-12-13,7829.54,18314.87
858,Spring Launch,Google Ads,South,2025-01-23,675.82,3027.31
859,Black Friday ,TikTok,South,2025-06-23,672.03,2204.35
860,Summer Promo,Email,South,2024-07-15,9838.42,14331.83
861,Winter Sale,Instagram,Central,2024-10-28,1508.27,1486.46
862,New Year Push,Instagram,North,2025-04-26,3102.42,2805.16
863,Black Friday,Affiliate,Central,2025-04-20,6952.4,5208.51
864,New Year Push,LinkedIn,Central,2025-02-14,5143.28,23076.8
865,New Year Push,Instagram,West,2024-08-11,8158.31,24155.76
866,Spring Launch,Email,North,2024-10-29,3131.91,9381.9
867,Cyber Monday,Affiliate,West,2025-03-18,5317.71,11722.01
868,Back To School ,LinkedIn,North,2025-01-02,1394.03,5640.83
869,Holiday Deals,Instagram,North,2024-05-01,,5820.8
870,Holiday Deals ,LinkedIn,South,2024-05-21,3740.82,8067.15
871,Holiday Deals,linkedin,East,2025-02-17,8292.63,28480.69
872,Summer Promo,YouTube,South,2024-08-20,7716.12,4198.53
873,New Year Push,Affiliate,East,2024-03-28,4219.92,10234.9
874,New Year Push,google ads,East,2024-05-22,290.0,446.38
875,Black Friday,TikTok,South,2025-03-05,7626.87,7996.31
876,Winter Sale,Google Ads,South,2024-06-06,5399.57,7347.78
877,Cyber Monday,YouTube,South,2025-02-04,220.0,322.26
878,Holiday Deals ,Facebook Ads,South,2024-04-16,9761.15,36176.27
879,Back To School,Facebook Ads,West,2024-10-17,9599.81,23533.13
880,Winter Sale,Email,East,2025-02-24,1186.39,3193.57
881,Cyber Monday,Instagram,South,2024-07-29,4598.34,17829.73
882,Holiday Deals,instagram,Central,2025-04-14,,2627.17
883,Back To School,TikTok,Central,2025-05-17,1585.48,2851.81
884,New Year Push,TikTok,East,2025-02-04,7399.84,17789.75
885,Cyber Monday,affiliate,West,2024-07-06,3821.29,7940.28
886,Summer Promo,LinkedIn,Central,2024-10-25,4648.52,16920.92
887,Cyber Monday,Facebook Ads,East,2024-03-19,8931.64,38596.64
888,Back To School,Google Ads,West,2024-01-28,7890.34,13899.84
889,Back To School,YouTube,North,2024-01-11,6912.53,15556.04
890,New Year Push,Facebook Ads,North,2025-07-15,2621.24,10127.12
891,Summer Promo,Email,North,2024-04-12,480.42,1973.11
892,Winter Sale,LinkedIn,South,2025-03-27,4668.63,14233.75
893,Winter Sale,Facebook Ads,West,2024-11-11,6627.6,27043.73
894,Back To School,TikTok,South,2024-07-23,6403.03,18925.66
895,Spring Launch,Instagram,North,2024-06-20,,1955.6
896,Back To School,Instagram,Central,2025-02-08,1586.67,5473.59
897,Cyber Monday,TikTok,North,2025-02-02,5171.0,16655.33
898,Winter Sale,Facebook Ads,South,2025-02-24,512.56,430.12
899,Summer Promo,LinkedIn,North,2024-11-28,7191.6,5669.41
900,Black Friday,Email,East,2025-05-08,,441.73
901,Back To School,Google Ads,South,2024-01-22,9569.36,33014.61
902,Spring Launch,Google Ads,South,2025-01-18,3597.19,6065.37
903,New Year Push,TikTok,South,2024-10-11,3562.06,12818.48
904,Holiday Deals,Google Ads,South,2024-12-05,6647.57,8248.19
905,Back To School,YouTube,Central,2024-11-25,1823.68,1629.61
906,Winter Sale,Email,South,2024-05-08,6637.0,23611.07
907,Spring Launch,YouTube,West,2024-11-14,2723.96,1590.19
908,New Year Push,Instagram,East,2025-05-07,913.5,3993.31
909,Cyber Monday,Email,West,2024-01-21,3024.9,10819.74
910,Summer Promo ,Email,East,2025-01-24,6284.17,12742.78
911,Summer Promo,Affiliate,South,2024-06-07,,2105.42
912,Cyber Monday,youtube,West,2025-01-17,6188.63,22270.0
913,Spring Launch,YouTube,Central,2024-06-15,6474.65,16971.41
914,New Year Push,tiktok,North,2025-01-29,515.32,2253.99
915,Winter Sale,Email,East,2025-04-11,8007.27,13382.46
916,Summer Promo,Google Ads,North,2024-04-04,9801.71,28498.73
917,Back To School,YouTube,South,2025-03-13,5865.98,20485.72
918,Holiday Deals,YouTube,North,2024-04-21,8136.52,25434.07
919,Cyber Monday,LinkedIn,North,2024-06-21,,2535.28
920,Holiday Deals,YouTube,South,2024-06-29,9288.03,12988.96
921,New Year Push,Instagram,South,2024-07-24,3784.45,8432.92
922,Cyber Monday,Affiliate,Central,2024-04-21,4450.11,13135.65
923,Black Friday,google ads,Central,2024-08-28,9436.45,13803.36
924,Winter Sale,Google Ads,North,2024-08-04,,1680.54
925,New Year Push,Affiliate,East,2025-03-15,8880.56,27380.93
926,Black Friday,youtube,West,2024-02-28,2930.48,11029.7
927,Cyber Monday,Email,North,2024-05-05,8627.56,33527.19
928,New Year Push,youtube,South,2024-01-04,9197.37,13878.5
929,Winter Sale,tiktok,West,2024-08-27,7574.92,17741.66
930,New Year Push,Facebook Ads,West,2024-10-27,8435.79,28799.47
931,Winter Sale,Email,West,2024-03-30,7786.83,24331.1
932,New Year Push ,Facebook Ads,West,2025-07-07,1856.54,4975.73
933,Cyber Monday,Google Ads,South,2024-11-30,9848.23,41850.57
934,Spring Launch,Email,Central,2025-05-18,527.42,611.42
935,Spring Launch,TikTok,West,2025-01-25,1404.11,4779.48
936,Holiday Deals,Facebook Ads,East,2024-03-30,8196.07,11097.85
937,Black Friday,Email,East,2025-01-24,,19731.01
938,Cyber Monday,TikTok,East,2024-05-09,7354.74,19629.42
939,New Year Push,TikTok,South,2024-10-30,5944.44,15059.9
940,Winter Sale,TikTok,East,2025-05-29,3045.73,8406.48
941,Back To School,Affiliate,East,2025-01-20,6919.96,27633.42
942,Back To School,Google Ads,South,2025-05-14,6399.28,22682.16
943,Winter Sale,YouTube,East,2025-03-08,1684.71,3952.72
944,Holiday Deals,LinkedIn,South,2025-07-15,192.38,286.01
945,Holiday Deals,Affiliate,South,2025-08-14,7291.97,32574.98
946,Back To School,Google Ads,East,2025-08-12,1081.86,2278.37
947,Summer Promo,Google Ads,North,2024-12-30,8020.7,10556.38
948,Cyber Monday,Email,West,2024-09-07,5595.34,
949,Cyber Monday ,Facebook Ads,West,2025-01-26,6198.26,7760.83
950,New Year Push,Instagram,North,2025-08-23,3618.31,13153.16
951,Summer Promo,YouTube,West,2025-03-20,5586.84,2910.29
952,Summer Promo,YouTube,North,2025-02-07,7633.81,4895.15
115,Spring Launch,Instagram,North,2024-07-04,7482.76,9801.83
954,Summer Promo,Instagram,South,2024-03-30,9584.93,18899.21
955,Black Friday,Email,West,2024-01-01,,3655.44
956,New Year Push,Email,Central,2025-05-17,3125.48,12522.56
957,Back To School,Facebook Ads,North,2024-08-30,9963.71,
958,Back To School,TikTok,East,2024-05-11,4541.25,15387.04
959,Summer Promo,YouTube,West,2024-03-26,8873.34,25485.81
960,Holiday Deals,Instagram,East,2025-07-31,3976.1,8550.55
961,Cyber Monday ,YouTube,North,2024-09-10,6986.62,3583.25
962,Spring Launch,tiktok,East,2024-10-06,6233.93,11981.44
963,Back To School,YouTube,North,2024-05-06,7962.55,6943.05
964,Black Friday,LinkedIn,Central,2024-10-04,5923.2,14357.19
965,Black Friday,YouTube,West,2024-05-10,6459.02,4905.07
966,Holiday Deals,Google Ads,East,2024-09-12,5841.84,16041.33
967,New Year Push,LinkedIn,East,2025-03-14,5650.53,16465.37
968,Spring Launch ,LinkedIn,West,2024-11-16,6797.03,25284.65
109,Winter Sale,Facebook Ads,East,2025-07-21,2771.23,10531.22
970,Summer Promo ,Affiliate,West,2025-06-11,5032.73,4067.62
971,Back To School,Google Ads,West,2025-07-01,679.65,1248.49
972,Winter Sale,Affiliate,South,2025-06-20,7870.48,26214.39
973,Winter Sale,YouTube,West,2025-01-23,7907.29,20314.43
974,Spring Launch,LinkedIn,East,2025-05-09,4457.97,4858.34
975,Holiday Deals,Google Ads,West,2025-05-14,,7488.87
976,Black Friday,Email,West,2024-12-29,977.14,
977,Cyber Monday,Facebook Ads,West,2024-01-08,6022.43,20733.13
978,Cyber Monday,Email,Central,2024-10-02,9983.64,42255.29
979,Cyber Monday,Google Ads,East,2024-07-22,6461.4,14118.11
980,Winter Sale,Email,South,2025-05-05,6398.16,23305.98
981,Summer Promo,TikTok,West,2025-05-28,1271.53,2720.59
982,Winter Sale,Email,South,2024-12-18,8414.04,17125.36
983,Winter Sale,YouTube,West,2024-10-23,5761.54,16426.6
984,Summer Promo,Instagram,East,2024-04-27,1926.31,3754.27
985,Spring Launch,Email,South,2024-06-01,3411.66,2063.33
986,Cyber Monday,Google Ads,Central,2024-07-23,339.5,1299.19
987,Back To School,Instagram,East,2025-03-12,2803.4,7211.23
988,Holiday Deals,tiktok,West,2024-09-09,,13032.75
989,Back To School,LinkedIn,West,2024-10-13,2667.04,5917.17
990,Holiday Deals,Facebook Ads,North,2024-01-14,8740.03,33804.11
991,Black Friday,Instagram,East,2024-08-03,1942.4,7207.42
992,Winter Sale,Instagram,South,2025-04-01,4636.05,11274.3
993,Back To School,Email,North,2024-05-10,1421.45,1169.01
994,Black Friday,TikTok,West,2024-04-30,7306.6,18163.07
995,Winter Sale,Email,Central,2024-10-07,4424.82,15124.18
996,Back To School,YouTube,West,2025-06-29,7678.58,8720.05
997,Cyber Monday ,YouTube,Central,2024-10-05,,6395.58
998,New Year Push,LinkedIn,East,2024-08-13,7538.61,23579.42
999,Holiday Deals,Google Ads,South,2024-10-11,9570.48,7425.09
1000,Back To School,Facebook Ads,North,2024-12-21,664.84,1082.86
1001,Holiday Deals,Email,West,2024-10-28,2690.89,4003.82
1002,Holiday Deals,Email,East,2024-01-17,9071.92,13591.41
1003,Cyber Monday,LinkedIn,Central,2025-07-18,2792.3,9878.02
1004,Cyber Monday,Email,West,2024-08-25,4552.42,16419.86
1005,New Year Push,Email,South,2024-07-12,747.12,1830.66
1006,Summer Promo,YouTube,Central,2024-07-11,432.77,324.84
1007,Spring Launch,Email,North,2024-04-12,,9590.76
1008,Winter Sale ,Email,South,2024-03-26,5370.96,11517.39
1009,Spring Launch,TikTok,North,2024-07-26,3538.7,14506.31
1010,New Year Push ,email,South,2024-02-27,316.05,997.19
1011,Holiday Deals,Facebook Ads,Central,2025-03-01,9637.6,26413.51
1012,Holiday Deals,Instagram,West,2024-04-25,9374.54,6646.84
1013,Spring Launch,TikTok,North,2025-01-04,4246.05,6541.6
1014,Black Friday,Email,West,2024-06-02,7335.13,32459.33
1015,Holiday Deals,affiliate,East,2024-09-28,2639.65,8226.99
1016,Summer Promo ,Email,East,2024-05-31,2061.17,5691.55
1017,Cyber Monday,LinkedIn,South,2024-04-02,4692.93,20592.68
1018,New Year Push,YouTube,Central,2024-12-07,6124.42,11624.31
1019,New Year Push,Instagram,West,2024-03-26,1229.55,1358.64
1020,Spring Launch,Instagram,East,2024-01-03,2330.64,3504.97
1021,Spring Launch,Google Ads,East,2025-01-04,8521.1,23389.49
1022,Cyber Monday,Instagram,South,2024-08-17,5281.57,5065.42
1023,Winter Sale,YouTube,East,2024-02-25,8615.38,29216.97
1024,Winter Sale,Email,East,2024-05-24,769.92,2564.87
1025,Summer Promo,Affiliate,South,2025-06-24,5481.03,4532.27
1026,Winter Sale,LinkedIn,North,2024-06-08,4637.18,11309.09
1027,Cyber Monday,YouTube,West,2025-07-21,1741.17,7457.07
1028,Summer Promo ,LinkedIn,North,2025-06-18,8514.76,27043.64
1029,Cyber Monday,Email,Central,2024-03-20,4676.73,10041.23
1030,Summer Promo,Google Ads,East,2025-03-10,6544.64,17550.94
1031,Winter Sale,Instagram,East,2024-06-15,716.5,1827.08
1032,Back To School,Google Ads,South,2024-10-02,8083.4,18890.58
1033,Winter Sale,TikTok,North,2024-11-12,614.37,
1034,Cyber Monday,TikTok,South,2024-04-09,2093.5,3212.44
1035,Winter Sale ,YouTube,West,2025-08-23,,3151.16
1036,Spring Launch,Instagram,South,2024-05-24,7591.84,19568.3
1037,Black Friday,affiliate,South,2024-12-13,2128.32,8537.37
1038,Cyber Monday ,instagram,South,2024-03-17,8807.86,35075.66
1039,Holiday Deals,facebook ads,West,2024-04-06,2464.08,5679.6
1040,Black Friday,Facebook Ads,North,2024-07-02,9851.4,35347.31
1041,New Year Push,Email,North,2025-08-05,368.96,280.71
1042,Summer Promo,Affiliate,East,2025-06-08,4692.92,19414.05
1043,Holiday Deals,google ads,Central,2024-02-28,5433.15,13535.34
1044,Holiday Deals ,YouTube,South,2025-08-06,1144.19,3578.02
1045,New Year Push,Affiliate,Central,2025-04-21,8238.82,16656.26
1046,Cyber Monday,Instagram,West,2024-12-02,7778.56,33898.24
1047,Spring Launch,LinkedIn,West,2024-02-09,2117.29,5490.81
1048,Cyber Monday,google ads,East,2025-03-16,2942.67,10803.77
1049,Cyber Monday,LinkedIn,East,2024-06-29,5818.17,17677.52
1050,Cyber Monday,Instagram,East,2024-07-07,7999.35,16669.7
1051,Summer Promo,Instagram,East,2025-03-05,9159.39,24108.57
1052,Cyber Monday,Google Ads,Central,2024-07-22,1663.75,5463.08
1053,Black Friday,Google Ads,South,2025-04-14,7953.29,14053.83
1054,Holiday Deals,google ads,West,2024-05-08,8586.07,35413.87
1055,Back To School,YouTube,Central,2024-06-19,2841.35,12598.79
1056,Winter Sale,TikTok,East,2024-01-17,1493.04,1952.99
1057,New Year Push,YouTube,West,2024-12-26,1923.83,7841.45
1058,Summer Promo,Affiliate,West,2025-01-17,6577.5,7290.61
1059,Cyber Monday,LinkedIn,Central,2024-04-11,4459.2,13204.55
1060,Cyber Monday,facebook ads,West,2025-07-11,926.29,3732.64
1061,Cyber Monday,Instagram,South,2025-04-10,8055.68,20306.98
1062,New Year Push,YouTube,West,2024-01-08,9674.55,21003.87
40,Holiday Deals,YouTube,South,2024-01-05,9842.69,31217.86
1064,Black Friday,TikTok,South,2025-08-08,6383.25,7428.95
1065,Winter Sale,YouTube,South,2025-02-03,8831.08,19516.32
1066,Spring Launch,Email,Central,2024-05-01,1706.11,939.09
1067,Summer Promo ,TikTok,South,2024-04-05,5641.58,14722.26
1068,Spring Launch,YouTube,North,2024-05-13,7221.6,29327.15
1069,Back To School,LinkedIn,South,2025-07-02,886.13,3035.87
1070,Winter Sale,LinkedIn,North,2024-05-27,1955.38,7689.94
1071,Spring Launch,Facebook Ads,South,2024-10-16,8208.73,21861.28
1072,Back To School,YouTube,North,2025-05-17,7131.4,12532.73
46,Cyber Monday,YouTube,East,2025-04-06,4764.56,18041.23
1074,Winter Sale,Facebook Ads,East,2024-12-21,4646.73,8973.73
1075,Spring Launch,Instagram,Central,2024-01-31,4992.7,19037.15
1076,Back To School,Google Ads,East,2024-05-21,3418.56,4085.34
1077,Spring Launch,TikTok,Central,2024-10-28,7148.94,27193.94
1078,Holiday Deals,Email,South,2024-10-14,1096.31,1600.06
1079,Back To School,Affiliate,West,2025-04-01,1505.52,2848.09
1080,Cyber Monday ,Instagram,Central,2024-12-27,4558.47,15933.24
1081,Holiday Deals,YouTube,East,2025-06-27,,19532.47
1082,Black Friday,Instagram,North,2024-08-08,3588.51,13872.43
1083,Winter Sale,tiktok,South,2025-04-21,4765.74,21047.51
1084,Back To School ,Instagram,North,2025-07-28,6378.01,6410.28
1085,Cyber Monday,youtube,East,2024-11-23,,12232.31
1086,Spring Launch ,facebook ads,West,2024-06-24,6894.64,5367.92
1087,Winter Sale ,Affiliate,East,2024-05-14,1831.33,7184.21
1088,Winter Sale,Facebook Ads,West,2024-04-07,2349.08,9039.65
1089,Spring Launch,TikTok,West,2024-02-18,2864.83,8799.4
27,Spring Launch,TikTok,Central,2024-04-15,,
1091,Cyber Monday,Instagram,South,2024-03-31,3122.58,4217.29
1092,Winter Sale,LinkedIn,North,2024-04-23,428.57,
1093,Cyber Monday,LinkedIn,South,2024-05-21,6566.31,27927.96
1094,Cyber Monday,Affiliate,North,2025-06-18,8724.92,31097.88
1095,New Year Push,Instagram,North,2024-09-27,7905.63,24981.31
1096,Back To School,Facebook Ads,North,2025-05-21,,11052.08
1097,Spring Launch,TikTok,South,2025-06-24,6740.25,18480.16
1098,Spring Launch,Email,South,2025-01-07,1198.8,2743.12
1099,Spring Launch,LinkedIn,West,2024-06-17,4657.55,18435.77
1100,Spring Launch,Facebook Ads,South,2024-01-17,5511.82,11142.71
1101,Holiday Deals,Facebook Ads,Central,2024-03-27,9770.32,9212.26
1102,New Year Push,LinkedIn,East,2024-04-10,4283.23,
1103,Summer Promo,LinkedIn,Central,2025-05-20,7425.05,30979.58
1104,Spring Launch,Google Ads,North,2025-08-12,2872.37,11298.08
1105,Cyber Monday,YouTube,West,2024-04-13,2992.96,12400.07
1106,Back To School,TikTok,East,2024-10-21,7564.22,28136.08
1107,Holiday Deals,Instagram,South,2024-11-18,278.26,1210.78
1108,New Year Push,YouTube,East,2024-01-22,7294.04,12538.49
1109,Black Friday,Affiliate,Central,2024-01-02,8311.01,13514.41
1110,Holiday Deals,Instagram,Central,2025-05-30,8740.26,8306.06
1111,New Year Push,affiliate,East,2025-07-12,7066.49,18816.61
1112,Black Friday,Affiliate,North,2024-10-03,1055.69,1549.3
1113,Summer Promo,TikTok,West,2024-02-01,222.8,529.17
1114,Back To School,YouTube,North,2024-10-07,3082.53,8919.08
1115,Summer Promo ,LinkedIn,East,2024-12-05,3042.65,5171.52
1116,Black Friday ,Facebook Ads,West,2025-04-10,7457.61,5164.93
1117,Summer Promo,Affiliate,South,2025-06-19,9038.66,35332.62
1118,Holiday Deals ,Google Ads,West,2024-02-11,6711.27,19280.72
1119,Black Friday,Google Ads,North,2024-09-14,8933.79,11089.7
1120,Summer Promo,facebook ads,East,2024-05-26,881.79,1285.69
1121,New Year Push,TikTok,South,2025-01-30,7966.32,5087.94
1122,Holiday Deals,Email,Central,2025-03-22,5869.79,26306.93
1123,Summer Promo,YouTube,Central,2024-07-23,8571.39,22163.75
1124,Cyber Monday,YouTube,North,2024-05-21,730.05,2792.8
1125,Black Friday,youtube,West,2025-03-06,6029.89,5787.08
1126,Spring Launch,Email,Central,2024-11-05,1029.19,4259.31
1127,Holiday Deals,Google Ads,West,2024-05-08,,25670.62
1128,Winter Sale,facebook ads,North,2024-10-03,8801.89,24531.65
1129,New Year Push,tiktok,North,2024-05-04,5222.72,11603.37
1130,Summer Promo,Affiliate,South,2024-08-16,3237.77,7247.37
1131,Winter Sale ,Affiliate,Central,2024-07-24,,22567.8
1132,Back To School,Facebook Ads,West,2024-01-26,8935.98,20316.13
1133,Summer Promo,Instagram,Central,2024-09-23,6110.19,18484.73
1134,Winter Sale,Email,South,2024-09-03,5957.8,19723.51
1135,Spring Launch,Affiliate,East,2024-10-08,2450.59,6247.67
1136,Winter Sale,LinkedIn,West,2024-05-03,,2306.72
1137,New Year Push,Google Ads,East,2024-05-22,4927.9,15320.33
1138,Back To School,TikTok,Central,2025-02-03,9510.26,27604.52
1139,New Year Push,Email,East,2024-11-06,7461.58,18840.97
1140,Summer Promo ,LinkedIn,South,2024-11-27,6377.63,4998.33
1141,Winter Sale,Email,South,2024-04-08,2618.48,5099.26
1142,Back To School,Facebook Ads,South,2025-01-28,4777.68,3261.22
1143,Spring Launch,Affiliate,East,2024-01-31,1486.24,2388.77
1144,Back To School,Instagram,East,2025-05-17,9718.17,17739.43
1145,Back To School,Facebook Ads,Central,2024-01-25,4872.21,6257.82
1146,Black Friday,YouTube,Central,2025-07-13,6146.72,9974.48
1147,New Year Push,Instagram,South,2025-08-07,2149.23,5515.55
1148,Spring Launch,Affiliate,West,2025-01-20,154.51,81.99
1149,New Year Push,Instagram,North,2025-07-07,2268.78,1467.64
1150,Black Friday,Facebook Ads,South,2024-10-21,1169.45,2169.85
1151,Cyber Monday ,Google Ads,Central,2024-04-23,8045.6,22432.7
1152,Cyber Monday,LinkedIn,South,2024-12-08,5175.41,8663.4
1153,Winter Sale,Instagram,West,2024-03-15,9324.36,19469.82
1154,Black Friday,Facebook Ads,West,2024-03-23,962.22,2856.12
1155,New Year Push,Instagram,East,2025-03-17,1227.0,2307.86
1156,Winter Sale,instagram,Central,2025-01-23,5123.38,20477.59
1157,Summer Promo,YouTube,West,2025-07-16,4986.11,16499.21
106,Back To School,TikTok,West,2024-02-29,9928.89,10186.61
1159,Winter Sale,google ads,South,2024-02-28,2819.84,5860.49
1160,Back To School,LinkedIn,South,2025-02-11,4276.1,9168.32
1161,New Year Push,TikTok,South,2025-03-30,9085.35,30491.62
1162,Holiday Deals,TikTok,Central,2025-05-30,6118.26,10630.42
1163,Spring Launch,Instagram,South,2025-06-17,8255.52,35665.84
1164,Summer Promo ,Google Ads,South,2025-03-26,8229.86,4166.45
1165,Holiday Deals,youtube,East,2024-03-27,6400.37,4509.33
1166,New Year Push ,Google Ads,South,2024-07-29,2650.31,1956.19
1167,Black Friday,Google Ads,Central,2024-12-10,6077.57,19729.98
1168,Black Friday,YouTube,West,2024-02-28,1233.43,2510.47
1169,New Year Push,YouTube,Central,2025-08-04,4616.74,9123.66
1170,Back To School,Email,North,2024-10-14,1298.15,2824.5
1171,Black Friday,YouTube,North,2024-10-07,7536.66,5908.97
1172,Spring Launch ,linkedin,Central,2024-11-24,893.78,1715.24
1173,Winter Sale,TikTok,West,2025-07-23,9423.08,29911.59
1174,Black Friday,Facebook Ads,West,2024-07-03,6818.83,13280.9
1175,Summer Promo,Email,Central,2024-02-20,5977.24,3230.85
1176,Black Friday,Google Ads,Central,2024-08-21,6397.35,26569.14
1177,Black Friday,Google Ads,Central,2024-08-28,6164.48,24625.83
1178,Black Friday,TikTok,West,2024-03-14,7267.33,7138.22
1179,Black Friday,YouTube,East,2025-04-26,9034.29,6918.24
1180,Summer Promo,Google Ads,North,2024-08-04,5386.28,5755.5
1181,Black Friday ,Instagram,West,2025-08-19,215.9,
1182,Spring Launch,Instagram,Central,2025-05-30,3020.9,7383.09
1183,Winter Sale,Affiliate,Central,2025-06-16,5814.28,3924.38
1184,Back To School,TikTok,South,2025-04-11,1317.73,3603.42
1185,Cyber Monday,TikTok,North,2024-12-26,3497.36,11949.41
1186,Cyber Monday,Instagram,Central,2024-05-08,6557.69,25459.69
1187,Holiday Deals,LinkedIn,East,2024-11-17,6955.68,15439.69
1188,Back To School,Email,West,2024-01-16,6762.37,10830.1
1189,Spring Launch,Email,North,2025-03-17,3132.5,
1190,Cyber Monday,YouTube,East,2024-05-10,4519.55,16693.05
1191,Black Friday,Facebook Ads,North,2024-03-16,8241.98,32393.04
1192,Cyber Monday,LinkedIn,West,2024-05-17,9174.69,20403.97
1193,Summer Promo,Google Ads,Central,2025-01-13,3256.78,9212.76
1194,Holiday Deals,Facebook Ads,South,2024-10-31,,10962.59
1195,Cyber Monday,LinkedIn,East,2025-01-28,7085.3,23052.87
1196,Back To School,YouTube,Central,2024-10-11,3808.07,4445.7
1197,Holiday Deals,Affiliate,West,2024-08-17,4362.24,4669.24
1198,Back To School,linkedin,South,2024-04-08,8911.96,16785.76
1199,Back To School,Google Ads,West,2024-01-27,1629.15,980.41
1200,Summer Promo,Affiliate,East,2024-04-22,6493.64,19790.08
1201,Spring Launch ,Email,East,2024-04-29,3471.98,2731.92
1202,Summer Promo,TikTok,East,2025-04-09,4155.33,7250.51
1203,Winter Sale ,YouTube,North,2025-06-17,6803.49,19887.4
1204,Winter Sale,Instagram,South,2025-08-23,3709.48,5087.81
1205,Summer Promo,Affiliate,East,2024-05-14,9881.56,22885.76
1206,Winter Sale,YouTube,North,2025-05-17,6913.91,7344.04
1207,Cyber Monday,Instagram,East,2025-05-10,4907.34,2994.2
1208,New Year Push,Affiliate,West,2024-12-31,5104.01,22233.42
1209,Holiday Deals,YouTube,West,2024-11-29,3903.65,2560.73
1210,Black Friday ,YouTube,South,2025-05-10,406.46,834.03
1211,Holiday Deals,Instagram,West,2024-03-03,1684.25,999.45
1212,Cyber Monday,YouTube,East,2024-02-25,7586.51,17707.61
1213,Cyber Monday,Instagram,Central,2024-06-19,2963.52,12151.42
1214,Summer Promo,Google Ads,North,2025-01-23,1249.78,5403.64
1215,Winter Sale,Instagram,East,2025-07-02,3208.27,13005.09
1216,Summer Promo ,tiktok,East,2025-02-27,6069.13,23104.14
1217,Spring Launch,YouTube,West,2024-02-13,9841.73,16274.5
1218,Holiday Deals ,facebook ads,West,2025-02-14,9615.24,19787.47
1219,Cyber Monday,Google Ads,North,2025-07-08,3916.57,7290.88
1220,Holiday Deals,tiktok,West,2025-06-08,5459.94,6096.46
